model,line,fn,kind,in_ml_lineage,first_arg,fallback
int_tyre_surface_vs_bulk_decoupling,140,COALESCE,numeric_sentinel:0.5,False,surface_bulk_ratio,0.5
int_tyre_surface_vs_bulk_decoupling,141,COALESCE,numeric_zero,False,compound_component_s,0.0
int_tyre_surface_vs_bulk_decoupling,151,COALESCE,numeric_sentinel:0.5,False,surface_bulk_ratio,0.5
fct_cliff_prediction_features,289,NULLIF,nullif_guard,True,tp.n_total,0
fct_cliff_prediction_features,381,COALESCE,numeric_zero,True,ai.dirty_air_share_lap,0.0
fct_cliff_prediction_features,382,COALESCE,numeric_zero,True,ai.dirty_air_thermal_load_surface,0.0
fct_cliff_prediction_features,384,COALESCE,numeric_zero,True,ai.dirty_air_thermal_load_bulk,0.0
fct_cliff_prediction_features,386,COALESCE,string:'free_air',True,ai.air_state_dominant,'free_air'
fct_cliff_prediction_features,396,COALESCE,numeric_zero,True,px.share_lap_within_1s,0.0
fct_cliff_prediction_features,397,COALESCE,numeric_zero,True,px.share_lap_within_2s,0.0
fct_cliff_prediction_features,398,COALESCE,numeric_zero,True,px.share_lap_in_train,0.0
fct_cliff_prediction_features,399,COALESCE,numeric_zero,True,px.share_lap_behind_within_1s,0.0
fct_cliff_prediction_features,401,COALESCE,numeric_zero,True,px.time_within_1s,0.0
fct_cliff_prediction_features,422,COALESCE,numeric_zero,True,ci.corner_input_coverage,0.0
fct_cliff_prediction_features,440,COALESCE,numeric_zero,True,cd.corner_drift_coverage,0.0
fct_cliff_prediction_features,459,COALESCE,numeric_zero,True,qs.quali_push_laps_n,0
fct_cliff_prediction_features,499,COALESCE,numeric_zero,True,sch.prior_racing_laps,0
fct_cliff_prediction_features,502,COALESCE,numeric_zero,True,sch.prior_seasons_n,0
fct_cliff_prediction_features,506,COALESCE,bool:FALSE,True,cor.correction_weight < 1.0,FALSE
fct_cliff_prediction_features,535,COALESCE,numeric_zero,True,det.drift_s_per_lap,0.0
fct_cliff_prediction_features,539,COALESCE,numeric_sentinel:1.0,True,"GREATEST(0.25, LEAST(4.0, 1.0 / NULLIF(ss.survival_prob, 0.0)))",1.0
fct_cliff_prediction_features,540,NULLIF,nullif_guard,True,ss.survival_prob,0.0
fct_cliff_prediction_features,545,COALESCE,numeric_zero,True,th.cumulative_push_load_surface,0.0
fct_cliff_prediction_features,546,NULLIF,nullif_guard,True,"COALESCE(th.cumulative_push_load_surface, 0.0) + COALESCE(th.cumulativ",0.0
fct_cliff_prediction_features,547,COALESCE,numeric_zero,True,th.cumulative_push_load_surface,0.0
fct_cliff_prediction_features,548,COALESCE,numeric_zero,True,th.cumulative_push_load_bulk,0.0
fct_cliff_prediction_features,912,COALESCE,bool:FALSE,True,"age_in_stint > 3 AND COALESCE(anomaly_class, 'normal') NOT IN ('mistak",FALSE
fct_cliff_prediction_features,914,COALESCE,string:'normal',True,anomaly_class,'normal'
fct_driver_skill_features,99,COALESCE,bool:FALSE,False,rainfall_flag,FALSE
fct_driver_skill_features,103,NULLIF,nullif_guard,False,COUNT(*),0
fct_driver_skill_features,118,NULLIF,nullif_guard,False,AVG(st.pair_quality_weight),0
fct_driver_skill_features,127,NULLIF,nullif_guard,False,COUNT(*),0
fct_driver_skill_features,213,COALESCE,bool:FALSE,False,ta.teammate_available_flag,FALSE
fct_driver_skill_features,214,COALESCE,numeric_zero,False,ta.strategic_divergence_share,0.0
fct_ghost_car_pace,96,COALESCE,bool:FALSE,False,lr.rainfall_flag,FALSE
fct_ghost_car_pace,179,COALESCE,numeric_zero,False,hcp.constructor_structural_pace_s,0.0
fct_ghost_car_pace,181,COALESCE,numeric_zero,False,hcp.constructor_structural_pace_se_s,0.0
fct_ghost_car_pace,183,COALESCE,numeric_zero,False,hi.circuit_constructor_interaction_s,0.0
fct_ghost_car_pace,190,COALESCE,numeric_zero,False,deg_host.deg_slope_s_per_lap,0.0
fct_ghost_car_pace,191,COALESCE,numeric_zero,False,deg_ego.deg_slope_s_per_lap,0.0
fct_ghost_car_pace,193,COALESCE,numeric_zero,False,deg_host.deg_slope_s_per_lap,0.0
fct_ghost_car_pace,194,COALESCE,numeric_zero,False,deg_ego.deg_slope_s_per_lap,0.0
fct_ghost_car_pace,195,COALESCE,numeric_zero,False,el.age_in_stint,0
fct_ghost_car_pace,196,COALESCE,numeric_zero,False,deg_host.cliff_onset_shift_laps,0.0
fct_ghost_car_pace,197,COALESCE,numeric_zero,False,deg_ego.cliff_onset_shift_laps,0.0
fct_ghost_car_pace,222,COALESCE,numeric_zero,False,el.age_in_stint,0
fct_ghost_car_pace,223,COALESCE,numeric_sentinel:999.0,False,el.compound_cliff_onset_laps,999.0
fct_ghost_car_pace,224,COALESCE,numeric_zero,False,deg_host.cliff_onset_shift_laps,0.0
fct_ghost_car_pace,228,COALESCE,numeric_zero,False,el.age_in_stint,0
fct_ghost_car_pace,229,COALESCE,numeric_sentinel:999.0,False,el.compound_cliff_onset_laps,999.0
fct_ghost_car_pace,230,COALESCE,numeric_zero,False,deg_ego.cliff_onset_shift_laps,0.0
fct_ghost_car_pace,242,COALESCE,numeric_zero,False,deg_host.deg_slope_posterior_sd_s_per_lap,0.0
fct_ghost_car_pace,244,COALESCE,numeric_zero,False,deg_ego.deg_slope_posterior_sd_s_per_lap,0.0
fct_ghost_car_pace,246,COALESCE,numeric_zero,False,deg_host.cliff_onset_shift_se_laps,0.0
fct_ghost_car_pace,248,COALESCE,numeric_zero,False,deg_ego.cliff_onset_shift_se_laps,0.0
fct_ghost_car_pace,250,COALESCE,numeric_zero,False,el.age_in_stint,0
fct_ghost_car_pace,251,COALESCE,numeric_zero,False,el.compound_cliff_severity,0.0
fct_ghost_car_pace,259,COALESCE,numeric_zero,False,el.age_in_stint,0
fct_ghost_car_pace,260,COALESCE,numeric_sentinel:999.0,False,el.compound_cliff_onset_laps,999.0
fct_ghost_car_pace,261,COALESCE,numeric_zero,False,deg_host.cliff_onset_shift_laps,0.0
fct_ghost_car_pace,267,COALESCE,numeric_zero,False,el.age_in_stint,0
fct_ghost_car_pace,268,COALESCE,numeric_sentinel:999.0,False,el.compound_cliff_onset_laps,999.0
fct_ghost_car_pace,269,COALESCE,numeric_zero,False,deg_ego.cliff_onset_shift_laps,0.0
fct_ghost_car_pace,273,COALESCE,numeric_zero,False,hcp.panel_observations_n,0
fct_ghost_car_pace,274,COALESCE,numeric_zero,False,hi.interaction_obs_n,0
fct_ghost_car_pace,284,COALESCE,numeric_zero,False,hcp.panel_observations_n,0
fct_ghost_car_pace,285,NULLIF,nullif_guard,False,"COALESCE(hcp.panel_observations_n, 0) + 50",0
fct_ghost_car_pace,285,COALESCE,numeric_zero,False,hcp.panel_observations_n,0
fct_ghost_car_pace,323,COALESCE,column_or_expr_fallback,False,base_track_pace_s,actual_lap_time_s
fct_ghost_car_pace,324,COALESCE,numeric_zero,False,fuel_component_s,0.0
fct_ghost_car_pace,325,COALESCE,numeric_zero,False,driver_skill_residual_s,0.0
fct_ghost_car_pace,326,COALESCE,numeric_zero,False,host_constructor_pace_s,0.0
fct_ghost_car_pace,327,COALESCE,numeric_zero,False,circuit_interaction_s,0.0
fct_ghost_car_pace,328,COALESCE,numeric_zero,False,dirty_air_tax_s,0.0
fct_ghost_car_pace,329,COALESCE,numeric_zero,False,compound_component_s,0.0
fct_ghost_car_pace,330,COALESCE,numeric_zero,False,rubber_component_s,0.0
fct_ghost_car_pace,331,COALESCE,numeric_zero,False,ambient_component_s,0.0
fct_ghost_car_pace,332,COALESCE,numeric_zero,False,deg_interaction_s,0.0
fct_ghost_car_pace,333,COALESCE,numeric_zero,False,cliff_interaction_s,0.0
fct_ghost_car_pace,341,COALESCE,column_or_expr_fallback,False,base_track_pace_s,actual_lap_time_s
fct_ghost_car_pace,342,COALESCE,numeric_zero,False,driver_skill_residual_s,0.0
fct_ghost_car_pace,343,COALESCE,numeric_zero,False,host_constructor_pace_s,0.0
fct_ghost_car_pace,344,COALESCE,numeric_zero,False,circuit_interaction_s,0.0
fct_ghost_car_pace,345,COALESCE,numeric_zero,False,dirty_air_tax_s,0.0
fct_ghost_car_pace,346,COALESCE,numeric_zero,False,compound_component_s,0.0
fct_ghost_car_pace,347,COALESCE,numeric_zero,False,rubber_component_s,0.0
fct_ghost_car_pace,348,COALESCE,numeric_zero,False,ambient_component_s,0.0
fct_ghost_car_pace,349,COALESCE,numeric_zero,False,deg_interaction_s,0.0
fct_ghost_car_pace,350,COALESCE,numeric_zero,False,cliff_interaction_s,0.0
fct_ghost_car_pace,351,COALESCE,numeric_zero,False,fuel_component_s,0.0
fct_ghost_car_pace,355,COALESCE,column_or_expr_fallback,False,base_track_pace_s,actual_lap_time_s
fct_ghost_car_pace,356,COALESCE,numeric_zero,False,fuel_component_s,0.0
fct_ghost_car_pace,357,COALESCE,numeric_zero,False,driver_skill_residual_s,0.0
fct_ghost_car_pace,358,COALESCE,numeric_zero,False,host_constructor_pace_s,0.0
fct_ghost_car_pace,359,COALESCE,numeric_zero,False,circuit_interaction_s,0.0
fct_ghost_car_pace,360,COALESCE,numeric_zero,False,dirty_air_tax_s,0.0
fct_ghost_car_pace,361,COALESCE,numeric_zero,False,compound_component_s,0.0
fct_ghost_car_pace,362,COALESCE,numeric_zero,False,rubber_component_s,0.0
fct_ghost_car_pace,363,COALESCE,numeric_zero,False,ambient_component_s,0.0
fct_ghost_car_pace,364,COALESCE,numeric_zero,False,deg_interaction_s,0.0
fct_ghost_car_pace,365,COALESCE,numeric_zero,False,cliff_interaction_s,0.0
fct_ghost_race_finish,146,COALESCE,bool:FALSE,False,rf.is_dnf,FALSE
fct_ghost_race_finish,187,COALESCE,numeric_zero,False,STDDEV_SAMP(predicted_lap_time_s),0.0
fct_ghost_race_finish,197,NULLIF,nullif_guard,False,rd.race_distance_laps,0
fct_ghost_race_finish,199,NULLIF,nullif_guard,False,rd.race_distance_laps,0
fct_ghost_race_finish,205,NULLIF,nullif_guard,False,rd.race_distance_laps,0
fct_ghost_race_finish,214,NULLIF,nullif_guard,False,rt.laps_counted,0
fct_ghost_race_finish,334,COALESCE,numeric_zero,False,pa.finish_pos_se,0.0
fct_stint_features,171,NULLIF,nullif_guard,False,"SUM(POWER(l.valid_lap_in_stint - sm.mean_x, 2))",0
fct_stint_features,188,COALESCE,numeric_zero,False,da.cumulative_dirty_air_tax_s,0.0
fct_stint_features,207,NULLIF,nullif_guard,False,ps.opportunity_cost_s,0
fct_telemetry_deltas,42,COALESCE,numeric_zero,False,m_a.braking_point_m - m_b.braking_point_m,0
fct_telemetry_deltas,45,COALESCE,numeric_zero,False,m_a.v_min_kph - m_b.v_min_kph,0
fct_telemetry_deltas,48,COALESCE,numeric_zero,False,m_a.throttle_point_m - m_b.throttle_point_m,0
mart_corner_skill_driver,96,COALESCE,numeric_sentinel:1.0,False,cor.correction_weight,1.0
mart_corner_skill_driver,97,COALESCE,bool:FALSE,False,e.rainfall_flag,FALSE
mart_corner_skill_driver,153,COALESCE,numeric_zero,False,dca.driver_sum_braking_s,0
mart_corner_skill_driver,154,NULLIF,nullif_guard,False,ca.n_braking - dca.n_braking,0
mart_corner_skill_driver,159,COALESCE,numeric_zero,False,dca.driver_sum_mid_s,0
mart_corner_skill_driver,160,NULLIF,nullif_guard,False,ca.n_mid - dca.n_mid,0
mart_corner_skill_driver,165,COALESCE,numeric_zero,False,dca.driver_sum_exit_s,0
mart_corner_skill_driver,166,NULLIF,nullif_guard,False,ca.n_exit - dca.n_exit,0
mart_corner_skill_driver,169,NULLIF,nullif_guard,False,dca.n_braking,0
mart_corner_skill_driver,170,NULLIF,nullif_guard,False,dca.n_mid,0
mart_corner_skill_driver,171,NULLIF,nullif_guard,False,dca.n_exit,0
mart_corner_skill_driver,239,NULLIF,nullif_guard,False,COUNT(deconf_braking_s),0
mart_corner_skill_driver,241,NULLIF,nullif_guard,False,COUNT(deconf_mid_s),0
mart_corner_skill_driver,243,NULLIF,nullif_guard,False,COUNT(deconf_exit_s),0
mart_corner_skill_driver,278,NULLIF,nullif_guard,False,STDDEV(braking_skill_s) OVER (PARTITION BY race_year),0
mart_corner_skill_driver,286,NULLIF,nullif_guard,False,STDDEV(mid_corner_skill_s) OVER (PARTITION BY race_year),0
mart_corner_skill_driver,296,NULLIF,nullif_guard,False,STDDEV(exit_skill_s) OVER (PARTITION BY race_year),0
mart_degradation_history_envelope,69,COALESCE,numeric_zero,False,lrd.correction_weight,0
mart_degradation_history_envelope,151,COALESCE,numeric_sentinel:1.0,False,iso.dirty_air_deg_mult,1.0
mart_degradation_history_envelope,152,COALESCE,numeric_sentinel:8.0,False,iso.temp_headroom_c,8.0
mart_degradation_history_envelope,153,COALESCE,numeric_sentinel:0.010,False,iso.temp_penalty_s_per_deg,0.010
dim_constructors,42,COALESCE,string:'unknown_pu',False,p.pu_family,'unknown_pu'
dim_corners,62,COALESCE,string:'',True,corner_letter,''
dim_corners,126,COALESCE,column_or_expr_fallback,True,res.track_id,res.race_slug
dim_corners,148,COALESCE,numeric_zero,True,w.prev_apex_m,0
dim_corners,153,COALESCE,column_or_expr_fallback,True,w.next_apex_m,w.apex_distance_m + {{ var('corner_exit_margin_m')
stg_circuit_info,17,COALESCE,string:'',True,CAST(letter AS VARCHAR),''
stg_circuit_info,27,NULLIF,nullif_other,True,CAST(letter AS VARCHAR),''
stg_laps,95,COALESCE,bool:FALSE,True,pitouttime IS NOT NULL OR pitintime IS NOT NULL,FALSE
stg_laps_qualifying,95,COALESCE,bool:FALSE,True,pitouttime IS NOT NULL OR pitintime IS NOT NULL,FALSE
stg_race_control,58,NULLIF,nullif_other,False,TRIM(CAST(s.flag AS VARCHAR)),''
stg_race_control,62,NULLIF,nullif_other,False,TRIM(CAST(s.racingnumber AS VARCHAR)),''
stg_race_control,68,NULLIF,nullif_other,False,TRIM(CAST(s.racingnumber AS VARCHAR)),''
stg_race_control,97,COALESCE,string:'',False,flag,''
stg_telemetry_position,64,NULLIF,nullif_other,True,TRIM(CAST(driverahead AS VARCHAR)),''
